"year","Value.Q","Value.E","diff","mean","pdiff","stat"
2001,133,132,1,132.5,0.00754716981132075,"cy_date_25p_cumq_daily_sw"
2002,137,136,1,136.5,0.00732600732600733,"cy_date_25p_cumq_daily_sw"
2003,123,122,1,122.5,0.00816326530612245,"cy_date_25p_cumq_daily_sw"
2004,118,117,1,117.5,0.00851063829787234,"cy_date_25p_cumq_daily_sw"
2005,51,50,1,50.5,0.0198019801980198,"cy_date_25p_cumq_daily_sw"
2006,136,135,1,135.5,0.00738007380073801,"cy_date_25p_cumq_daily_sw"
2007,107,106,1,106.5,0.00938967136150235,"cy_date_25p_cumq_daily_sw"
2008,140,139,1,139.5,0.00716845878136201,"cy_date_25p_cumq_daily_sw"
2009,140,139,1,139.5,0.00716845878136201,"cy_date_25p_cumq_daily_sw"
2010,135,134,1,134.5,0.00743494423791822,"cy_date_25p_cumq_daily_sw"
2011,144,143,1,143.5,0.00696864111498258,"cy_date_25p_cumq_daily_sw"
2012,136,135,1,135.5,0.00738007380073801,"cy_date_25p_cumq_daily_sw"
2013,127,126,1,126.5,0.00790513833992095,"cy_date_25p_cumq_daily_sw"
2014,135,134,1,134.5,0.00743494423791822,"cy_date_25p_cumq_daily_sw"
1968,152,151,1,151.5,0.0066006600660066,"cy_date_50p_cumq_daily_sw"
1969,145,144,1,144.5,0.0069204152249135,"cy_date_50p_cumq_daily_sw"
1970,154,153,1,153.5,0.00651465798045603,"cy_date_50p_cumq_daily_sw"
1971,154,153,1,153.5,0.00651465798045603,"cy_date_50p_cumq_daily_sw"
1972,159,158,1,158.5,0.00630914826498423,"cy_date_50p_cumq_daily_sw"
1973,152,151,1,151.5,0.0066006600660066,"cy_date_50p_cumq_daily_sw"
1974,166,165,1,165.5,0.00604229607250755,"cy_date_50p_cumq_daily_sw"
1975,168,167,1,167.5,0.00597014925373134,"cy_date_50p_cumq_daily_sw"
1976,166,165,1,165.5,0.00604229607250755,"cy_date_50p_cumq_daily_sw"
1977,148,147,1,147.5,0.00677966101694915,"cy_date_50p_cumq_daily_sw"
1978,155,154,1,154.5,0.00647249190938511,"cy_date_50p_cumq_daily_sw"
1979,147,146,1,146.5,0.0068259385665529,"cy_date_50p_cumq_daily_sw"
1980,156,155,1,155.5,0.00643086816720257,"cy_date_50p_cumq_daily_sw"
1981,145,144,1,144.5,0.0069204152249135,"cy_date_50p_cumq_daily_sw"
1982,164,163,1,163.5,0.00611620795107034,"cy_date_50p_cumq_daily_sw"
1983,148,147,1,147.5,0.00677966101694915,"cy_date_50p_cumq_daily_sw"
1984,160,159,1,159.5,0.00626959247648903,"cy_date_50p_cumq_daily_sw"
1985,149,148,1,148.5,0.00673400673400673,"cy_date_50p_cumq_daily_sw"
1986,149,148,1,148.5,0.00673400673400673,"cy_date_50p_cumq_daily_sw"
1987,132,131,1,131.5,0.00760456273764259,"cy_date_50p_cumq_daily_sw"
1988,151,150,1,150.5,0.00664451827242525,"cy_date_50p_cumq_daily_sw"
1989,153,152,1,152.5,0.00655737704918033,"cy_date_50p_cumq_daily_sw"
1990,172,171,1,171.5,0.00583090379008746,"cy_date_50p_cumq_daily_sw"
1991,149,148,1,148.5,0.00673400673400673,"cy_date_50p_cumq_daily_sw"
1992,125,124,1,124.5,0.00803212851405622,"cy_date_50p_cumq_daily_sw"
1993,139,138,1,138.5,0.0072202166064982,"cy_date_50p_cumq_daily_sw"
1994,130,129,1,129.5,0.00772200772200772,"cy_date_50p_cumq_daily_sw"
1995,155,154,1,154.5,0.00647249190938511,"cy_date_50p_cumq_daily_sw"
1996,148,147,1,147.5,0.00677966101694915,"cy_date_50p_cumq_daily_sw"
1997,149,148,1,148.5,0.00673400673400673,"cy_date_50p_cumq_daily_sw"
1998,137,136,1,136.5,0.00732600732600733,"cy_date_50p_cumq_daily_sw"
1999,169,168,1,168.5,0.00593471810089021,"cy_date_50p_cumq_daily_sw"
2000,155,154,1,154.5,0.00647249190938511,"cy_date_50p_cumq_daily_sw"
2001,148,147,1,147.5,0.00677966101694915,"cy_date_50p_cumq_daily_sw"
2002,156,155,1,155.5,0.00643086816720257,"cy_date_50p_cumq_daily_sw"
2003,152,151,1,151.5,0.0066006600660066,"cy_date_50p_cumq_daily_sw"
2004,143,142,1,142.5,0.00701754385964912,"cy_date_50p_cumq_daily_sw"
2005,124,123,1,123.5,0.00809716599190283,"cy_date_50p_cumq_daily_sw"
2006,151,150,1,150.5,0.00664451827242525,"cy_date_50p_cumq_daily_sw"
2007,146,145,1,145.5,0.00687285223367698,"cy_date_50p_cumq_daily_sw"
2008,152,151,1,151.5,0.0066006600660066,"cy_date_50p_cumq_daily_sw"
2009,155,154,1,154.5,0.00647249190938511,"cy_date_50p_cumq_daily_sw"
2010,156,155,1,155.5,0.00643086816720257,"cy_date_50p_cumq_daily_sw"
2011,164,163,1,163.5,0.00611620795107034,"cy_date_50p_cumq_daily_sw"
2012,162,161,1,161.5,0.00619195046439629,"cy_date_50p_cumq_daily_sw"
2013,139,138,1,138.5,0.0072202166064982,"cy_date_50p_cumq_daily_sw"
2014,154,153,1,153.5,0.00651465798045603,"cy_date_50p_cumq_daily_sw"
1968,178,177,1,177.5,0.00563380281690141,"cy_date_75p_cumq_daily_sw"
1969,161,160,1,160.5,0.00623052959501558,"cy_date_75p_cumq_daily_sw"
1970,167,166,1,166.5,0.00600600600600601,"cy_date_75p_cumq_daily_sw"
1971,182,181,1,181.5,0.00550964187327824,"cy_date_75p_cumq_daily_sw"
1972,183,182,1,182.5,0.00547945205479452,"cy_date_75p_cumq_daily_sw"
1973,179,178,1,178.5,0.00560224089635854,"cy_date_75p_cumq_daily_sw"
1974,183,182,1,182.5,0.00547945205479452,"cy_date_75p_cumq_daily_sw"
1975,199,198,1,198.5,0.00503778337531486,"cy_date_75p_cumq_daily_sw"
1976,191,190,1,190.5,0.005249343832021,"cy_date_75p_cumq_daily_sw"
1977,176,175,1,175.5,0.0056980056980057,"cy_date_75p_cumq_daily_sw"
1978,177,176,1,176.5,0.0056657223796034,"cy_date_75p_cumq_daily_sw"
1979,174,173,1,173.5,0.00576368876080692,"cy_date_75p_cumq_daily_sw"
1980,289,288,1,288.5,0.00346620450606586,"cy_date_75p_cumq_daily_sw"
1981,178,177,1,177.5,0.00563380281690141,"cy_date_75p_cumq_daily_sw"
1982,180,179,1,179.5,0.00557103064066852,"cy_date_75p_cumq_daily_sw"
1983,175,174,1,174.5,0.00573065902578797,"cy_date_75p_cumq_daily_sw"
1984,180,179,1,179.5,0.00557103064066852,"cy_date_75p_cumq_daily_sw"
1985,168,167,1,167.5,0.00597014925373134,"cy_date_75p_cumq_daily_sw"
1986,165,164,1,164.5,0.0060790273556231,"cy_date_75p_cumq_daily_sw"
1987,157,156,1,156.5,0.00638977635782748,"cy_date_75p_cumq_daily_sw"
1988,181,180,1,180.5,0.00554016620498615,"cy_date_75p_cumq_daily_sw"
1989,219,218,1,218.5,0.0045766590389016,"cy_date_75p_cumq_daily_sw"
1990,314,313,1,313.5,0.00318979266347687,"cy_date_75p_cumq_daily_sw"
1991,178,177,1,177.5,0.00563380281690141,"cy_date_75p_cumq_daily_sw"
1992,155,154,1,154.5,0.00647249190938511,"cy_date_75p_cumq_daily_sw"
1993,162,161,1,161.5,0.00619195046439629,"cy_date_75p_cumq_daily_sw"
1994,157,156,1,156.5,0.00638977635782748,"cy_date_75p_cumq_daily_sw"
1995,316,315,1,315.5,0.00316957210776545,"cy_date_75p_cumq_daily_sw"
1996,173,172,1,172.5,0.00579710144927536,"cy_date_75p_cumq_daily_sw"
1997,173,172,1,172.5,0.00579710144927536,"cy_date_75p_cumq_daily_sw"
1998,161,160,1,160.5,0.00623052959501558,"cy_date_75p_cumq_daily_sw"
1999,199,198,1,198.5,0.00503778337531486,"cy_date_75p_cumq_daily_sw"
2000,179,178,1,178.5,0.00560224089635854,"cy_date_75p_cumq_daily_sw"
2001,178,177,1,177.5,0.00563380281690141,"cy_date_75p_cumq_daily_sw"
2002,175,174,1,174.5,0.00573065902578797,"cy_date_75p_cumq_daily_sw"
2003,189,188,1,188.5,0.00530503978779841,"cy_date_75p_cumq_daily_sw"
2004,248,247,1,247.5,0.00404040404040404,"cy_date_75p_cumq_daily_sw"
2005,182,181,1,181.5,0.00550964187327824,"cy_date_75p_cumq_daily_sw"
2006,183,182,1,182.5,0.00547945205479452,"cy_date_75p_cumq_daily_sw"
2007,174,173,1,173.5,0.00576368876080692,"cy_date_75p_cumq_daily_sw"
2008,181,180,1,180.5,0.00554016620498615,"cy_date_75p_cumq_daily_sw"
2009,241,240,1,240.5,0.00415800415800416,"cy_date_75p_cumq_daily_sw"
2010,181,180,1,180.5,0.00554016620498615,"cy_date_75p_cumq_daily_sw"
2011,188,187,1,187.5,0.00533333333333333,"cy_date_75p_cumq_daily_sw"
2012,189,188,1,188.5,0.00530503978779841,"cy_date_75p_cumq_daily_sw"
2013,169,168,1,168.5,0.00593471810089021,"cy_date_75p_cumq_daily_sw"
2014,182,181,1,181.5,0.00550964187327824,"cy_date_75p_cumq_daily_sw"
1968,65092896,65092896,-2.23517417907715e-08,65092896,3.43382199353544e-16,"jfm_totalq_daily_sw"
1969,11666073.6,11666073.6,-1.86264514923096e-09,11666073.6,1.59663414881161e-16,"jfm_totalq_daily_sw"
1970,5352307.2,5352307.2,-9.31322574615479e-10,5352307.2,1.74003946301042e-16,"jfm_totalq_daily_sw"
1971,15721689.6,15721689.6,5.58793544769287e-09,15721689.6,3.55428429759412e-16,"jfm_totalq_daily_sw"
1972,14481158.4,14481158.4,1.86264514923096e-09,14481158.4,1.28625424691919e-16,"jfm_totalq_daily_sw"
1973,5600361.6,5600361.6,1.86264514923096e-09,5600361.6,3.32593729167588e-16,"jfm_totalq_daily_sw"
1974,14015030.4,14015030.4,1.86264514923096e-09,14015030.4,1.32903397000905e-16,"jfm_totalq_daily_sw"
1975,6393254.4,6393254.39999999,5.58793544769287e-09,6393254.4,8.74036147801795e-16,"jfm_totalq_daily_sw"
1976,25902720,25902720,7.45058059692383e-09,25902720,2.87636997076903e-16,"jfm_totalq_daily_sw"
1977,16016832,16016832,-5.58793544769287e-09,16016832,3.48878944830842e-16,"jfm_totalq_daily_sw"
1978,15765408,15765408,0,15765408,0,"jfm_totalq_daily_sw"
1979,10194854.4,10194854.4,0,10194854.4,0,"jfm_totalq_daily_sw"
1980,14813452.8,14813452.8,0,14813452.8,0,"jfm_totalq_daily_sw"
1981,36644832,36644832,7.45058059692383e-09,36644832,2.03318727097011e-16,"jfm_totalq_daily_sw"
1982,10671091.2,10671091.2,-3.72529029846191e-09,10671091.2,3.49101158320333e-16,"jfm_totalq_daily_sw"
1983,22142592,22142592,-3.72529029846191e-09,22142592,1.68240931254205e-16,"jfm_totalq_daily_sw"
1984,42168384,42168384,-7.45058059692383e-09,42168384,1.76686415038429e-16,"jfm_totalq_daily_sw"
1985,7450790.4,7450790.4,0,7450790.4,0,"jfm_totalq_daily_sw"
1986,33487430.4,33487430.4,0,33487430.4,0,"jfm_totalq_daily_sw"
1987,20231856,20231856,-7.45058059692383e-09,20231856,3.68259866861638e-16,"jfm_totalq_daily_sw"
1988,6736089.6,6736089.6,-1.86264514923096e-09,6736089.6,2.76517276318735e-16,"jfm_totalq_daily_sw"
1989,12757824,12757824,5.58793544769287e-09,12757824,4.38000669055544e-16,"jfm_totalq_daily_sw"
1990,12853728,12853728,-3.72529029846191e-09,12853728,2.89821777655627e-16,"jfm_totalq_daily_sw"
1991,47901888,47901888,-7.45058059692383e-09,47901888,1.55538349488935e-16,"jfm_totalq_daily_sw"
1992,38528352,38528352,-2.23517417907715e-08,38528352,5.80137499542453e-16,"jfm_totalq_daily_sw"
1993,10144828.8,10144828.8,0,10144828.8,0,"jfm_totalq_daily_sw"
1994,18501696,18501696,-3.72529029846191e-09,18501696,2.01348584392583e-16,"jfm_totalq_daily_sw"
1995,25373088,25373088,0,25373088,0,"jfm_totalq_daily_sw"
1996,36658656,36658656,7.45058059692383e-09,36658656,2.03242055489536e-16,"jfm_totalq_daily_sw"
1997,21331728,21331728,3.72529029846191e-09,21331728,1.74636124108741e-16,"jfm_totalq_daily_sw"
1998,14773104,14773104,0,14773104,0,"jfm_totalq_daily_sw"
1999,15985728,15985728,-3.72529029846191e-09,15985728,2.33038514008365e-16,"jfm_totalq_daily_sw"
2000,13281408,13281408,-3.72529029846191e-09,13281408,2.80489109171401e-16,"jfm_totalq_daily_sw"
2001,7891430.4,7891430.4,9.31322574615479e-10,7891430.4,1.1801695350636e-16,"jfm_totalq_daily_sw"
2002,26896320,26896320,7.45058059692383e-09,26896320,2.77011152340686e-16,"jfm_totalq_daily_sw"
2003,21182256,21182256,-3.72529029846191e-09,21182256,1.75868439058706e-16,"jfm_totalq_daily_sw"
2004,16487712,16487712,-5.58793544769287e-09,16487712,3.38915153763777e-16,"jfm_totalq_daily_sw"
2005,47427552,47427552,-2.23517417907715e-08,47427552,4.71281793982778e-16,"jfm_totalq_daily_sw"
2006,16051392,16051392,3.72529029846191e-09,16051392,2.32085186036321e-16,"jfm_totalq_daily_sw"
2007,54606528,54606528,0,54606528,0,"jfm_totalq_daily_sw"
2008,10179648,10179648,-1.86264514923096e-09,10179648,1.8297736318888e-16,"jfm_totalq_daily_sw"
2009,7104931.2,7104931.2,-9.31322574615479e-10,7104931.2,1.31081153131431e-16,"jfm_totalq_daily_sw"
2010,17280000,17280000,0,17280000,0,"jfm_totalq_daily_sw"
2011,17103744,17103744,-3.72529029846191e-09,17103744,2.17805545877085e-16,"jfm_totalq_daily_sw"
2012,14198976,14198976,0,14198976,0,"jfm_totalq_daily_sw"
2013,13984790.4,13984790.4,1.86264514923096e-09,13984790.4,1.33190780551917e-16,"jfm_totalq_daily_sw"
2014,11217052.8,11217052.8,3.72529029846191e-09,11217052.8,3.32109544715874e-16,"jfm_totalq_daily_sw"
1968,159265440,159265440,5.96046447753906e-08,159265440,3.74247198735587e-16,"amj_totalq_daily_sw"
1969,155453472,155453472,-5.96046447753906e-08,155453472,3.83424339183564e-16,"amj_totalq_daily_sw"
1970,125244576,125244576,4.4703483581543e-08,125244576,3.56929497542017e-16,"amj_totalq_daily_sw"
1971,193978368,193978368,5.96046447753906e-08,193978368,3.07274699699456e-16,"amj_totalq_daily_sw"
1972,244753920,244753920,5.96046447753906e-08,244753920,2.43528866771125e-16,"amj_totalq_daily_sw"
1973,92348640,92348640,1.49011611938477e-08,92348640,1.61357668005156e-16,"amj_totalq_daily_sw"
1974,193597344,193597344,0,193597344,0,"amj_totalq_daily_sw"
1975,155999520,155999520,-2.98023223876953e-08,155999520,1.9104111594507e-16,"amj_totalq_daily_sw"
1976,152084736,152084736,0,152084736,0,"amj_totalq_daily_sw"
1977,85684608,85684608,-2.98023223876953e-08,85684608,3.47814188374361e-16,"amj_totalq_daily_sw"
1978,143011008,143011008,-5.96046447753906e-08,143011008,4.16783614135428e-16,"amj_totalq_daily_sw"
1979,97107552,97107552,2.98023223876953e-08,97107552,3.06900151161213e-16,"amj_totalq_daily_sw"
1980,125349120,125349120,2.98023223876953e-08,125349120,2.37754540181019e-16,"amj_totalq_daily_sw"
1981,114727968,114727968,-2.98023223876953e-08,114727968,2.59765102679194e-16,"amj_totalq_daily_sw"
1982,158370336,158370336,0,158370336,0,"amj_totalq_daily_sw"
1983,130796640,130796640,-2.98023223876953e-08,130796640,2.27852354522986e-16,"amj_totalq_daily_sw"
1984,99607968,99607968,0,99607968,0,"amj_totalq_daily_sw"
1985,139218048,139218048,-2.98023223876953e-08,139218048,2.14069388386305e-16,"amj_totalq_daily_sw"
1986,140523552,140523552,2.98023223876953e-08,140523552,2.12080622525791e-16,"amj_totalq_daily_sw"
1987,140679072,140679072,-5.96046447753906e-08,140679072,4.23692336948246e-16,"amj_totalq_daily_sw"
1988,125877024,125877024,2.98023223876953e-08,125877024,2.36757443421091e-16,"amj_totalq_daily_sw"
1989,148932000,148932000,-5.96046447753906e-08,148932000,4.00213820907465e-16,"amj_totalq_daily_sw"
1990,140546016,140546016,-2.98023223876953e-08,140546016,2.12046724879738e-16,"amj_totalq_daily_sw"
1991,188734752,188734752,2.98023223876953e-08,188734752,1.57905855026081e-16,"amj_totalq_daily_sw"
1992,102569760,102569760,2.98023223876953e-08,102569760,2.90556616177081e-16,"amj_totalq_daily_sw"
1993,107251776,107251776,2.98023223876953e-08,107251776,2.77872530406353e-16,"amj_totalq_daily_sw"
1994,117959328,117959328,2.98023223876953e-08,117959328,2.52649136723594e-16,"amj_totalq_daily_sw"
1995,159844320,159844320,2.98023223876953e-08,159844320,1.86445926809882e-16,"amj_totalq_daily_sw"
1996,156222432,156222432,5.96046447753906e-08,156222432,3.81537043127012e-16,"amj_totalq_daily_sw"
1997,211513248,211513248,-8.94069671630859e-08,211513248,4.22701499827973e-16,"amj_totalq_daily_sw"
1998,146395296,146395296,-5.96046447753906e-08,146395296,4.07148633897298e-16,"amj_totalq_daily_sw"
1999,186426144,186426144,-8.94069671630859e-08,186426144,4.79583846153498e-16,"amj_totalq_daily_sw"
2000,128672064,128672064,-2.98023223876953e-08,128672064,2.31614551451474e-16,"amj_totalq_daily_sw"
2001,90383040,90383040,1.49011611938477e-08,90383040,1.64866784673847e-16,"amj_totalq_daily_sw"
2002,192991680,192991680,5.96046447753906e-08,192991680,3.08845670317967e-16,"amj_totalq_daily_sw"
2003,115305120,115305120,4.4703483581543e-08,115305120,3.87697298971138e-16,"amj_totalq_daily_sw"
2004,116813664,116813664,0,116813664,0,"amj_totalq_daily_sw"
2005,54604800,54604800,2.98023223876953e-08,54604800,5.45782099516807e-16,"amj_totalq_daily_sw"
2006,143377344,143377344,0,143377344,0,"amj_totalq_daily_sw"
2007,169222176,169222176,-2.98023223876953e-08,169222176,1.7611357501806e-16,"amj_totalq_daily_sw"
2008,135638496,135638496,-5.96046447753906e-08,135638496,4.39437523513904e-16,"amj_totalq_daily_sw"
2009,81815616,81815616,-1.49011611938477e-08,81815616,1.82131015108994e-16,"amj_totalq_daily_sw"
2010,141913728,141913728,0,141913728,0,"amj_totalq_daily_sw"
2011,160546752,160546752,5.96046447753906e-08,160546752,3.71260358947596e-16,"amj_totalq_daily_sw"
2012,171601632,171601632,0,171601632,0,"amj_totalq_daily_sw"
2013,165672864,165672864,-2.98023223876953e-08,165672864,1.79886564813024e-16,"amj_totalq_daily_sw"
2014,157721472,157721472,-5.96046447753906e-08,157721472,3.77910781706315e-16,"amj_totalq_daily_sw"
1968,37811318.4,37811318.4,1.49011611938477e-08,37811318.4,3.94092611006329e-16,"jas_totalq_daily_sw"
1969,14715129.6,14715129.6,-3.72529029846191e-09,14715129.6,2.53160549701303e-16,"jas_totalq_daily_sw"
1970,11320300.8,11320300.8,-3.72529029846191e-09,11320300.8,3.29080504509378e-16,"jas_totalq_daily_sw"
1971,57742070.4,57742070.3999999,6.70552253723145e-08,57742070.4,1.16128889919947e-15,"jas_totalq_daily_sw"
1972,77092992,77092992,0,77092992,0,"jas_totalq_daily_sw"
1973,15801177.6,15801177.6,1.86264514923096e-09,15801177.6,1.17880147694243e-16,"jas_totalq_daily_sw"
1974,65787552,65787552,0,65787552,0,"jas_totalq_daily_sw"
1975,47974291.2,47974291.2,1.49011611938477e-08,47974291.2,3.10607219431887e-16,"jas_totalq_daily_sw"
1976,74497536,74497536,2.98023223876953e-08,74497536,4.0004440398801e-16,"jas_totalq_daily_sw"
1977,9726134.4,9726134.40000001,-5.58793544769287e-09,9726134.4,5.74527887224432e-16,"jas_totalq_daily_sw"
1978,23685696,23685696,3.72529029846191e-09,23685696,1.57280170211672e-16,"jas_totalq_daily_sw"
1979,9735552,9735552,3.72529029846191e-09,9735552,3.82648081840857e-16,"jas_totalq_daily_sw"
1980,17572204.8,17572204.8,-7.45058059692383e-09,17572204.8,4.23998051566291e-16,"jas_totalq_daily_sw"
1981,24644995.2,24644995.2,7.45058059692383e-09,24644995.2,3.02316171557779e-16,"jas_totalq_daily_sw"
1982,38894860.8,38894860.8,0,38894860.8,0,"jas_totalq_daily_sw"
1983,25047964.8,25047964.8,7.45058059692383e-09,25047964.8,2.97452533825176e-16,"jas_totalq_daily_sw"
1984,28933286.4,28933286.4,-7.45058059692383e-09,28933286.4,2.57508963687023e-16,"jas_totalq_daily_sw"
1985,13143945.6,13143945.6,-1.86264514923096e-09,13143945.6,1.41711264327734e-16,"jas_totalq_daily_sw"
1986,19225296,19225296,0,19225296,0,"jas_totalq_daily_sw"
1987,12677817.6,12677817.6,-3.72529029846191e-09,12677817.6,2.93843184686765e-16,"jas_totalq_daily_sw"
1988,17953833.6,17953833.6,7.45058059692383e-09,17953833.6,4.14985499081591e-16,"jas_totalq_daily_sw"
1989,18475603.2,18475603.2,0,18475603.2,0,"jas_totalq_daily_sw"
1990,26019705.6,26019705.6,3.72529029846191e-09,26019705.6,1.43171885021709e-16,"jas_totalq_daily_sw"
1991,48760704,48760704,0,48760704,0,"jas_totalq_daily_sw"
1992,11424412.8,11424412.8,1.86264514923096e-09,11424412.8,1.63040777835948e-16,"jas_totalq_daily_sw"
1993,16539465.6,16539465.6,5.58793544769287e-09,16539465.6,3.37854655212855e-16,"jas_totalq_daily_sw"
1994,9817718.4,9817718.4,3.72529029846191e-09,9817718.4,3.79445625417604e-16,"jas_totalq_daily_sw"
1995,16053292.8,16053292.8,-3.72529029846191e-09,16053292.8,2.32057705847234e-16,"jas_totalq_daily_sw"
1996,25952918.4,25952918.4,7.45058059692383e-09,25952918.4,2.87080646657596e-16,"jas_totalq_daily_sw"
1997,28992470.4,28992470.4,-1.49011611938477e-08,28992470.4,5.13966591610201e-16,"jas_totalq_daily_sw"
1998,11344147.2,11344147.2,3.72529029846191e-09,11344147.2,3.28388748205058e-16,"jas_totalq_daily_sw"
1999,90577440,90577440,1.49011611938477e-08,90577440,1.64512942669252e-16,"jas_totalq_daily_sw"
2000,25528694.4,25528694.4,-3.72529029846191e-09,25528694.4,1.45925609829146e-16,"jas_totalq_daily_sw"
2001,10592812.8,10592812.8,5.58793544769287e-09,10592812.8,5.27521400896736e-16,"jas_totalq_daily_sw"
2002,36836035.2,36836035.2,7.45058059692383e-09,36836035.2,2.0226336945524e-16,"jas_totalq_daily_sw"
2003,9317721.6,9317721.6,1.86264514923096e-09,9317721.6,1.99903498858665e-16,"jas_totalq_daily_sw"
2004,11163657.6,11163657.6,1.86264514923096e-09,11163657.6,1.66849003791639e-16,"jas_totalq_daily_sw"
2005,9256809.6,9256809.6,-1.86264514923096e-09,9256809.6,2.01218911236e-16,"jas_totalq_daily_sw"
2006,8935142.4,8935142.4,-1.86264514923096e-09,8935142.4,2.08462838737853e-16,"jas_totalq_daily_sw"
2007,25403673.6,25403673.6,-7.45058059692383e-09,25403673.6,2.93287526608901e-16,"jas_totalq_daily_sw"
2008,24096873.6,24096873.6,-1.49011611938477e-08,24096873.6,6.18385664514074e-16,"jas_totalq_daily_sw"
2009,8711798.4,8711798.39999999,5.58793544769287e-09,8711798.4,6.4142157464214e-16,"jas_totalq_daily_sw"
2010,29663625.6,29663625.6,1.49011611938477e-08,29663625.6,5.02337825955019e-16,"jas_totalq_daily_sw"
2011,60020006.4,60020006.4,-1.49011611938477e-08,60020006.4,2.48269903447522e-16,"jas_totalq_daily_sw"
2012,49629888,49629888,-2.98023223876953e-08,49629888,6.00491429432509e-16,"jas_totalq_daily_sw"
2013,17569180.8,17569180.8,-7.45058059692383e-09,17569180.8,4.24071029932359e-16,"jas_totalq_daily_sw"
2014,19668355.2,19668355.2,-7.45058059692383e-09,19668355.2,3.78810557423929e-16,"jas_totalq_daily_sw"
1968,24455865.6,24455865.6,0,24455865.6,0,"ond_totalq_daily_sw"
1969,18318355.2,18318355.2,-3.72529029846191e-09,18318355.2,2.03363798648359e-16,"ond_totalq_daily_sw"
1970,9727776,9727776,-3.72529029846191e-09,9727776,3.82953955607316e-16,"ond_totalq_daily_sw"
1971,12247372.8,12247372.8,0,12247372.8,0,"ond_totalq_daily_sw"
1972,10970294.4,10970294.4,1.86264514923096e-09,10970294.4,1.69789896361483e-16,"ond_totalq_daily_sw"
1973,14499993.6,14499993.6,-1.30385160446167e-08,14499993.6,8.99208399968997e-16,"ond_totalq_daily_sw"
1974,9073900.8,9073900.8,3.72529029846191e-09,9073900.8,4.10550035819426e-16,"ond_totalq_daily_sw"
1975,50856595.2,50856595.2,-1.49011611938477e-08,50856595.2,2.93003515773066e-16,"ond_totalq_daily_sw"
1976,11789280,11789280,1.86264514923096e-09,11789280,1.57994818108566e-16,"ond_totalq_daily_sw"
1977,20993472,20993472,7.45058059692383e-09,20993472,3.54899875395734e-16,"ond_totalq_daily_sw"
1978,19531324.8,19531324.8,0,19531324.8,0,"ond_totalq_daily_sw"
1979,21366720,21366720,3.72529029846191e-09,21366720,1.74350124795098e-16,"ond_totalq_daily_sw"
1980,56174688,56174688,0,56174688,0,"ond_totalq_daily_sw"
1981,19408032,19408032,3.72529029846191e-09,19408032,1.91945803596259e-16,"ond_totalq_daily_sw"
1982,13586140.8,13586140.8,3.72529029846191e-09,13586140.8,2.74197828014701e-16,"ond_totalq_daily_sw"
1983,18895593.6,18895593.6,3.72529029846191e-09,18895593.6,1.97151271207585e-16,"ond_totalq_daily_sw"
1984,11420179.2,11420179.2,-1.86264514923096e-09,11420179.2,1.63101219044878e-16,"ond_totalq_daily_sw"
1985,17373657.6,17373657.6,7.45058059692383e-09,17373657.6,4.28843526703544e-16,"ond_totalq_daily_sw"
1986,15825888,15825888,3.72529029846191e-09,15825888,2.35392181371555e-16,"ond_totalq_daily_sw"
1987,4530643.2,4530643.2,0,4530643.2,0,"ond_totalq_daily_sw"
1988,24850281.6,24850281.6,0,24850281.6,0,"ond_totalq_daily_sw"
1989,50533891.2,50533891.2,-1.49011611938477e-08,50533891.2,2.94874604745412e-16,"ond_totalq_daily_sw"
1990,96652137.6,96652137.5999999,1.04308128356934e-07,96652137.5999999,1.07921180997174e-15,"ond_totalq_daily_sw"
1991,17464204.8,17464204.8,3.72529029846191e-09,17464204.8,2.13310044237566e-16,"ond_totalq_daily_sw"
1992,13332902.4,13332902.4,-1.86264514923096e-09,13332902.4,1.39702901390095e-16,"ond_totalq_daily_sw"
1993,8495625.6,8495625.6,0,8495625.6,0,"ond_totalq_daily_sw"
1994,10447315.2,10447315.2,-3.72529029846191e-09,10447315.2,3.56578721628109e-16,"ond_totalq_daily_sw"
1995,93834633.6,93834633.6,-2.98023223876953e-08,93834633.6,3.17604718474601e-16,"ond_totalq_daily_sw"
1996,20238595.2,20238595.2,3.72529029846191e-09,20238595.2,1.84068620457507e-16,"ond_totalq_daily_sw"
1997,30934656,30934656,-1.11758708953857e-08,30934656,3.61273482251936e-16,"ond_totalq_daily_sw"
1998,16049491.2,16049491.2,0,16049491.2,0,"ond_totalq_daily_sw"
1999,40175136,40175136,7.45058059692383e-09,40175136,1.85452529567637e-16,"ond_totalq_daily_sw"
2000,14608771.2,14608771.2,-1.86264514923096e-09,14608771.2,1.27501835967625e-16,"ond_totalq_daily_sw"
2001,19516464,19516464,0,19516464,0,"ond_totalq_daily_sw"
2002,11073110.4,11073110.4,5.58793544769287e-09,11073110.4,5.04640091702948e-16,"ond_totalq_daily_sw"
2003,39836188.8,39836188.8,0,39836188.8,0,"ond_totalq_daily_sw"
2004,41882659.2,41882659.2,1.49011611938477e-08,41882659.2,3.55783550483052e-16,"ond_totalq_daily_sw"
2005,25020576,25020576,3.72529029846191e-09,25020576,1.48889070278075e-16,"ond_totalq_daily_sw"
2006,45217872,45217872,1.49011611938477e-08,45217872,3.29541407739127e-16,"ond_totalq_daily_sw"
2007,37392192,37392192,-7.45058059692383e-09,37392192,1.99254983418031e-16,"ond_totalq_daily_sw"
